balPayments,expDir,expWgt,hsCode,impDir,impWgt,statKor,year
-705145,0,0,0101101000,705145,2853,말(농가 사육용의 것에 한한다) ,2002.01
-46036,0,0,0101901010,46036,1500,경주말 ,2002.01
-396389,0,0,0102101000,396389,3766,젖소 ,2002.01
-72616,0,0,0103100000,72616,7272,번식용,2002.01
-47500,0,0,0103910000,47500,40,중량이 50킬로그램 미만인 것,2002.01
-94075,0,0,0105111000,94075,440,번식용,2002.01
105097,105097,3408,0105119000,0,0,기타,2002.01
-5636,0,0,0106001010,5636,42,개,2002.01
-147666,5712,133,0106110000,153378,2635,영장류,2002.01
-418,0,0,0106120000,418,25,"고래ㆍ돌고래류(고래목의 포유동물), 바다소(바다소목의 포유동물) ",2002.01
-289309,0,0,0106191000,289309,3824,개,2002.01
-13,0,0,0106192000,13,3,토끼,2002.01
2224,2224,400,0106193000,0,0,사슴,2002.01
-226436,1390,26,0106199000,227826,2637,기타,2002.01
-2367,0,0,0106201000,2367,85,뱀,2002.01
-101088,0,0,0106202000,101088,17480,자라,2002.01
-6055,0,0,0106209000,6055,150,기타,2002.01
4208,4208,63,0106390000,0,0,기타,2002.01
-471,0,0,0106901000,471,4,양서류,2002.01
-24494,0,0,0106902090,24494,2240,기타 ,2002.01
-24812,14076,557,0106903010,38888,3080,갯지렁이,2002.01
-4341,167,7,0106903090,4508,3,기타,2002.01
-2925,0,0,0106909000,2925,97,기타,2002.01
-207000,0,0,0101101000,207000,8500,말(농가 사육용의 것에 한한다) ,2002.02
-41184,0,0,0102101000,41184,1410,젖소 ,2002.02
-49133,26867,2500,0103100000,76000,3420,번식용,2002.02
-63585,0,0,0104201000,63585,4000,젖염소,2002.02
-123000,0,0,0105111000,123000,2840,번식용,2002.02
56493,56493,1771,0105119000,0,0,기타,2002.02
-1484,4016,96,0106110000,5500,20,영장류,2002.02
-259512,338,45,0106191000,259850,4852,개,2002.02
-174335,1392,30,0106199000,175727,3067,기타,2002.02
-5543,0,0,0106201000,5543,75,뱀,2002.02
-92522,0,0,0106202000,92522,15070,자라,2002.02
-16255,0,0,0106203000,16255,2385,거북,2002.02
-8331,0,0,0106209000,8331,125,기타,2002.02
6391,6391,100,0106390000,0,0,기타,2002.02
-5160,0,0,0106901000,5160,73,양서류,2002.02
-317934,0,0,0106902010,317934,9700,꿀벌 ,2002.02
-30977,0,0,0106902090,30977,2758,기타 ,2002.02
-16248,7617,375,0106903010,23865,1780,갯지렁이,2002.02
-3299,1147,48,0106903090,4446,3,기타,2002.02
-2089,0,0,0106909000,2089,7,기타,2002.02
-79970,0,0,0101101000,79970,4746,말(농가 사육용의 것에 한한다) ,2002.03
-33903,0,0,0101901010,33903,3500,경주말 ,2002.03
-20592,0,0,0102101000,20592,616,젖소 ,2002.03
-359552,0,0,0103100000,359552,39384,번식용,2002.03
-214613,0,0,0105111000,214613,2715,번식용,2002.03
95643,95643,3096,0105119000,0,0,기타,2002.03
-25565,0,0,0105191000,25565,93,오 리,2002.03
-9077,2466,57,0106110000,11543,85,영장류,2002.03
-720731,0,0,0106191000,720731,11044,개,2002.03
-159854,0,0,0106199000,159854,1472,기타,2002.03
-86710,0,0,0106202000,86710,13858,자라,2002.03
-42377,0,0,0106203000,42377,2366,거북,2002.03
-6066,0,0,0106209000,6066,23,기타,2002.03
5435,6235,93,0106390000,800,25,기타,2002.03
-274,0,0,0106901000,274,9,양서류,2002.03
-450546,0,0,0106902010,450546,13556,꿀벌 ,2002.03
-50204,0,0,0106902090,50204,4243,기타 ,2002.03
-1453,14147,652,0106903010,15600,1100,갯지렁이,2002.03
-1903,2528,213,0106903090,4431,3,기타,2002.03
-22444,0,0,0106909000,22444,867,기타,2002.03
-14101,9899,2400,0101101000,24000,1400,말(농가 사육용의 것에 한한다) ,2002.04
-104285,0,0,0101901010,104285,9000,경주말 ,2002.04
-24000,0,0,0101901090,24000,2400,기타 ,2002.04
-41173,0,0,0102101000,41173,771,젖소 ,2002.04
-123719,0,0,0103100000,123719,10755,번식용,2002.04
-338392,0,0,0105111000,338392,4096,번식용,2002.04
105097,105097,3500,0105119000,0,0,기타,2002.04
-49134,1298,31,0106110000,50432,543,영장류,2002.04
-742897,224,32,0106191000,743121,13548,개,2002.04
-166795,21331,190,0106199000,188126,2042,기타,2002.04
-5110,0,0,0106201000,5110,70,뱀,2002.04
-156810,0,0,0106202000,156810,23841,자라,2002.04
-18978,0,0,0106203000,18978,475,거북,2002.04
-23060,0,0,0106209000,23060,135,기타,2002.04
8698,10048,181,0106390000,1350,58,기타,2002.04
20147,20147,410,0106901000,0,0,양서류,2002.04
-27997,0,0,0106902090,27997,2869,기타 ,2002.04
4873,19885,890,0106903010,15012,971,갯지렁이,2002.04
-408,4060,368,0106903090,4468,3,기타,2002.04
-10186,0,0,0106909000,10186,495,기타,2002.04
-961072,0,0,0101901010,961072,42320,경주말 ,2002.05
-68258,0,0,0101901090,68258,1450,기타 ,2002.05
-93495,0,0,0103100000,93495,9076,번식용,2002.05
-115152,0,0,0105111000,115152,1663,번식용,2002.05
-90493,0,0,0105199000,90493,104,기타 ,2002.05
3412,3924,97,0106110000,512,9,영장류,2002.05
-971384,431,45,0106191000,971815,14968,개,2002.05
-242083,1392,35,0106199000,243475,2707,기타,2002.05
-6355,0,0,0106201000,6355,190,뱀,2002.05
-140476,0,0,0106202000,140476,20248,자라,2002.05
-19518,0,0,0106203000,19518,2558,거북,2002.05
-33080,0,0,0106209000,33080,520,기타,2002.05
-12900,0,0,0106320000,12900,5,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2002.05
6376,7380,191,0106390000,1004,36,기타,2002.05
12224,12695,419,0106901000,471,2,양서류,2002.05
-17584,0,0,0106902090,17584,1715,기타 ,2002.05
-3036,32518,1421,0106903010,35554,2966,갯지렁이,2002.05
-3849,708,64,0106903090,4557,3,기타,2002.05
-8530,0,0,0106909000,8530,260,기타,2002.05
-10337,0,0,0101101000,10337,480,말(농가 사육용의 것에 한한다) ,2002.06
-534871,0,0,0101901010,534871,16340,경주말 ,2002.06
-18901,0,0,0101901090,18901,6300,기타 ,2002.06
-8741,0,0,0101909000,8741,17500,기타 ,2002.06
-95300,0,0,0103100000,95300,6832,번식용,2002.06
-392636,0,0,0105111000,392636,2791,번식용,2002.06
17621,17621,550,0105119000,0,0,기타,2002.06
2732,2732,74,0106110000,0,0,영장류,2002.06
-613531,494,56,0106191000,614025,10350,개,2002.06
-175090,1444,40,0106199000,176534,2413,기타,2002.06
-10648,0,0,0106201000,10648,191,뱀,2002.06
-152947,0,0,0106202000,152947,19907,자라,2002.06
-3267,0,0,0106203000,3267,630,거북,2002.06
-48986,0,0,0106209000,48986,1886,기타,2002.06
-22300,0,0,0106310000,22300,35,맹금류,2002.06
2861,8265,142,0106390000,5404,46,기타,2002.06
1872,3224,200,0106901000,1352,9,양서류,2002.06
-11119,0,0,0106902090,11119,1062,기타 ,2002.06
-37032,23513,1043,0106903010,60545,5205,갯지렁이,2002.06
1572,1572,32,0106903020,0,0,실지렁이,2002.06
-4547,0,0,0106903090,4547,3,기타,2002.06
-3127,0,0,0106909000,3127,246,기타,2002.06
-30000,0,0,0101101000,30000,1500,말(농가 사육용의 것에 한한다) ,2002.07
-154161,0,0,0101901010,154161,10400,경주말 ,2002.07
-391790,0,0,0101901090,391790,6745,기타 ,2002.07
-277605,0,0,0102101000,277605,2100,젖소 ,2002.07
-1559101,0,0,0105111000,1559101,11552,번식용,2002.07
13000,13000,330,0105119000,0,0,기타,2002.07
-54936,0,0,0105191000,54936,124,오 리,2002.07
-629495,429,4,0106191000,629924,12960,개,2002.07
-8,0,0,0106192000,8,4,토끼,2002.07
-186634,0,0,0106199000,186634,2209,기타,2002.07
-5511,0,0,0106201000,5511,20,뱀,2002.07
-157306,0,0,0106202000,157306,22089,자라,2002.07
-26789,0,0,0106203000,26789,743,거북,2002.07
-33576,0,0,0106209000,33576,627,기타,2002.07
5613,5931,81,0106390000,318,21,기타,2002.07
636,995,50,0106901000,359,2,양서류,2002.07
-9350,0,0,0106902090,9350,600,기타 ,2002.07
-183630,19703,859,0106903010,203333,17188,갯지렁이,2002.07
-4759,0,0,0106903090,4759,3,기타,2002.07
-4433,0,0,0106909000,4433,358,기타,2002.07
-5000,0,0,0101101000,5000,500,말(농가 사육용의 것에 한한다) ,2002.08
-122794,0,0,0101901010,122794,4000,경주말 ,2002.08
-55331,0,0,0101901090,55331,3116,기타 ,2002.08
-45270,0,0,0102101000,45270,1030,젖소 ,2002.08
-199968,0,0,0103100000,199968,22460,번식용,2002.08
-55587,0,0,0105111000,55587,1274,번식용,2002.08
31000,31000,808,0105119000,0,0,기타,2002.08
-8057,0,0,0105999000,8057,188,기타,2002.08
1630,1630,68,0106110000,0,0,영장류,2002.08
-599012,0,0,0106191000,599012,10784,개,2002.08
-51,0,0,0106192000,51,2,토끼,2002.08
-177330,0,0,0106199000,177330,2327,기타,2002.08
-24370,0,0,0106201000,24370,243,뱀,2002.08
-170018,0,0,0106202000,170018,23456,자라,2002.08
-18472,0,0,0106203000,18472,1111,거북,2002.08
-49168,0,0,0106209000,49168,1655,기타,2002.08
-18207,0,0,0106320000,18207,126,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2002.08
4866,4866,84,0106390000,0,0,기타,2002.08
-457,0,0,0106901000,457,4,양서류,2002.08
-13541,0,0,0106902090,13541,987,기타 ,2002.08
-458006,30135,1400,0106903010,488141,37235,갯지렁이,2002.08
-9711,0,0,0106903090,9711,6,기타,2002.08
-1487,0,0,0106909000,1487,213,기타,2002.08
-142000,0,0,0101101000,142000,3600,말(농가 사육용의 것에 한한다) ,2002.09
-609528,0,0,0101901010,609528,26000,경주말 ,2002.09
-24898,0,0,0101901090,24898,23325,기타 ,2002.09
-5804,0,0,0101909000,5804,12000,기타 ,2002.09
-21593,0,0,0102101000,21593,670,젖소 ,2002.09
-119332,0,0,0105111000,119332,2343,번식용,2002.09
26054,26054,712,0105119000,0,0,기타,2002.09
2931,2931,70,0106110000,0,0,영장류,2002.09
-692181,0,0,0106191000,692181,11592,개,2002.09
-179279,0,0,0106199000,179279,2175,기타,2002.09
-12144,121,1,0106201000,12265,60,뱀,2002.09
-137026,0,0,0106202000,137026,18790,자라,2002.09
-47112,0,0,0106203000,47112,1405,거북,2002.09
-26850,0,0,0106209000,26850,338,기타,2002.09
-160,10840,214,0106390000,11000,70,기타,2002.09
-34,0,0,0106901000,34,1,양서류,2002.09
-21426,0,0,0106902090,21426,1666,기타 ,2002.09
-591719,14119,685,0106903010,605838,46084,갯지렁이,2002.09
-9824,0,0,0106903090,9824,5,기타,2002.09
-1575,0,0,0106909000,1575,240,기타,2002.09
-453642,0,0,0101901010,453642,8450,경주말 ,2002.10
-24700,49523,1000,0101901090,74223,40548,기타 ,2002.10
-63716,0,0,0102101000,63716,1886,젖소 ,2002.10
-745563,0,0,0102902000,745563,223511,육우 ,2002.10
-427829,0,0,0103100000,427829,26900,번식용,2002.10
-1121,0,0,0103920000,1121,125,중량이 50킬로그램 이상인 것,2002.10
-270840,0,0,0104209000,270840,67000,기타,2002.10
-625889,0,0,0105111000,625889,4914,번식용,2002.10
31000,31000,932,0105119000,0,0,기타,2002.10
-25200,0,0,0105921000,25200,357,종 계,2002.10
3676,3676,58,0106110000,0,0,영장류,2002.10
-1022220,0,0,0106191000,1022220,15144,개,2002.10
-178005,0,0,0106199000,178005,2301,기타,2002.10
-10644,0,0,0106201000,10644,31,뱀,2002.10
-164684,0,0,0106202000,164684,22419,자라,2002.10
-12886,0,0,0106203000,12886,887,거북,2002.10
-13845,0,0,0106209000,13845,181,기타,2002.10
4623,4799,73,0106390000,176,5,기타,2002.10
-1743,0,0,0106901000,1743,10,양서류,2002.10
7202,7202,256,0106902010,0,0,꿀벌 ,2002.10
-30096,0,0,0106902090,30096,2351,기타 ,2002.10
-192917,24851,1042,0106903010,217768,16277,갯지렁이,2002.10
-10559,0,0,0106903090,10559,7,기타,2002.10
-2683,0,0,0106909000,2683,218,기타,2002.10
-1579462,0,0,0101101000,1579462,17450,말(농가 사육용의 것에 한한다) ,2002.11
-219479,0,0,0101901010,219479,11900,경주말 ,2002.11
-37371,0,0,0101901090,37371,2470,기타 ,2002.11
-277930,0,0,0103100000,277930,22074,번식용,2002.11
-64680,0,0,0104201000,64680,6040,젖염소,2002.11
-91850,0,0,0104209000,91850,9310,기타,2002.11
-118658,0,0,0105111000,118658,2521,번식용,2002.11
8059,8059,240,0105119000,0,0,기타,2002.11
3514,3514,28,0106110000,0,0,영장류,2002.11
-819531,0,0,0106191000,819531,12648,개,2002.11
-200127,754,27,0106199000,200881,3112,기타,2002.11
-15430,0,0,0106201000,15430,717,뱀,2002.11
-107380,0,0,0106202000,107380,15904,자라,2002.11
-2635,0,0,0106203000,2635,10,거북,2002.11
-12725,0,0,0106209000,12725,166,기타,2002.11
570,832,21,0106390000,262,7,기타,2002.11
-2477,0,0,0106901000,2477,42,양서류,2002.11
-50864,0,0,0106902090,50864,2578,기타 ,2002.11
-94168,26621,851,0106903010,120789,10976,갯지렁이,2002.11
-3733,2929,100,0106903090,6662,14,기타,2002.11
-572,0,0,0106909000,572,60,기타,2002.11
-127735,0,0,0101101000,127735,9690,말(농가 사육용의 것에 한한다) ,2002.12
-396163,0,0,0101901010,396163,15190,경주말 ,2002.12
-25217,0,0,0101901090,25217,6320,기타 ,2002.12
-284911,0,0,0102101000,284911,6060,젖소 ,2002.12
-55200,0,0,0103100000,55200,3360,번식용,2002.12
-2190478,0,0,0105111000,2190478,15438,번식용,2002.12
1876,1876,14,0106110000,0,0,영장류,2002.12
-1011070,0,0,0106191000,1011070,16174,개,2002.12
-36,0,0,0106192000,36,4,토끼,2002.12
-173103,907,26,0106199000,174010,2768,기타,2002.12
-6502,0,0,0106201000,6502,112,뱀,2002.12
-95902,0,0,0106202000,95902,16227,자라,2002.12
-557,0,0,0106203000,557,50,거북,2002.12
-920,0,0,0106209000,920,20,기타,2002.12
-38500,0,0,0106310000,38500,41,맹금류,2002.12
3807,5642,100,0106390000,1835,75,기타,2002.12
-425,0,0,0106901000,425,30,양서류,2002.12
-47885,0,0,0106902090,47885,3103,기타 ,2002.12
-28932,8924,354,0106903010,37856,3192,갯지렁이,2002.12
618,618,20,0106903090,0,0,기타,2002.12
-4289,0,0,0106909000,4289,200,기타,2002.12
-32914341,1011537,36590,-,33925878,1474365,-,총계
-118287,0,0,0101101000,118287,7320,말(농가 사육용의 것에 한한다) ,2003.01
-10000,0,0,0101901010,10000,450,경주말 ,2003.01
-31738,0,0,0101901090,31738,12880,기타 ,2003.01
-153317,0,0,0102101000,153317,1000,젖소 ,2003.01
-101000,0,0,0103100000,101000,7190,번식용,2003.01
-58262,0,0,0105191000,58262,123,오 리,2003.01
3512,3512,31,0106110000,0,0,영장류,2003.01
-815235,0,0,0106191000,815235,12919,개,2003.01
-7584,0,0,0106192000,7584,100,토끼,2003.01
-156621,362,8,0106199000,156983,2058,기타,2003.01
-7441,0,0,0106201000,7441,129,뱀,2003.01
-112535,0,0,0106202000,112535,17150,자라,2003.01
0,0,0,0106203000,0,50,거북,2003.01
-24981,0,0,0106209000,24981,325,기타,2003.01
-586,0,0,0106320000,586,6,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.01
-1874,2092,57,0106390000,3966,106,기타,2003.01
-2120,0,0,0106901000,2120,16,양서류,2003.01
-57025,0,0,0106902090,57025,3272,기타 ,2003.01
-27037,4204,173,0106903010,31241,2394,갯지렁이,2003.01
-11613,0,0,0106903090,11613,26,기타,2003.01
-1992,0,0,0106909000,1992,152,기타,2003.01
-21664,0,0,0101901010,21664,1500,경주말 ,2003.02
-5281,0,0,0101901090,5281,3500,기타 ,2003.02
-620943,0,0,0102101000,620943,6140,젖소 ,2003.02
-216250,0,0,0103100000,216250,18423,번식용,2003.02
-31094,0,0,0103920000,31094,3600,중량이 50킬로그램 이상인 것,2003.02
21661,21661,696,0105119000,0,0,기타,2003.02
-87852,3930,32,0106110000,91782,310,영장류,2003.02
-685887,0,0,0106191000,685887,13463,개,2003.02
-239461,1094,25,0106199000,240555,3729,기타,2003.02
-1090,0,0,0106201000,1090,6,뱀,2003.02
-133802,0,0,0106202000,133802,19788,자라,2003.02
-20939,0,0,0106203000,20939,189,거북,2003.02
-7603,0,0,0106209000,7603,123,기타,2003.02
-700,0,0,0106320000,700,6,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.02
2155,2988,69,0106390000,833,12,기타,2003.02
-2494,0,0,0106901000,2494,11,양서류,2003.02
-69610,0,0,0106902090,69610,4054,기타 ,2003.02
-9076,9652,347,0106903010,18728,1366,갯지렁이,2003.02
-4145,0,0,0106903090,4145,2,기타,2003.02
-98,0,0,0106909000,98,1,기타,2003.02
-113000,0,0,0101101000,113000,16200,말(농가 사육용의 것에 한한다) ,2003.03
-211228,0,0,0101901010,211228,9050,경주말 ,2003.03
-51866,0,0,0101901090,51866,10650,기타 ,2003.03
-40831,0,0,0102101000,40831,907,젖소 ,2003.03
-725654,0,0,0102902000,725654,352299,육우 ,2003.03
-69795,0,0,0103100000,69795,6150,번식용,2003.03
-127500,0,0,0105111000,127500,1469,번식용,2003.03
105630,105630,3232,0105119000,0,0,기타,2003.03
4423,4423,33,0106110000,0,0,영장류,2003.03
-863816,0,0,0106191000,863816,14296,개,2003.03
-217443,1228,28,0106199000,218671,2932,기타,2003.03
-23137,0,0,0106201000,23137,54,뱀,2003.03
-132259,0,0,0106202000,132259,18141,자라,2003.03
0,0,0,0106203000,0,10,거북,2003.03
-24030,0,0,0106209000,24030,426,기타,2003.03
-8705,0,0,0106310000,8705,90,맹금류,2003.03
6700,7906,173,0106390000,1206,80,기타,2003.03
-4669,0,0,0106901000,4669,13,양서류,2003.03
-65489,0,0,0106902090,65489,4330,기타 ,2003.03
-4245,11387,520,0106903010,15632,1108,갯지렁이,2003.03
-6473,0,0,0106903090,6473,16,기타,2003.03
-8963,32,20,0106909000,8995,312,기타,2003.03
-58203,0,0,0101101000,58203,3500,말(농가 사육용의 것에 한한다) ,2003.04
-646138,0,0,0101901010,646138,24600,경주말 ,2003.04
-34987,0,0,0101901090,34987,13350,기타 ,2003.04
-831094,0,0,0102902000,831094,392009,육우 ,2003.04
47637,47637,1544,0105119000,0,0,기타,2003.04
-11525,0,0,0106110000,11525,25,영장류,2003.04
-893418,0,0,0106191000,893418,13915,개,2003.04
-238076,5830,124,0106199000,243906,3109,기타,2003.04
-8540,0,0,0106201000,8540,133,뱀,2003.04
-149888,0,0,0106202000,149888,21017,자라,2003.04
-19169,0,0,0106203000,19169,97,거북,2003.04
-22277,0,0,0106209000,22277,308,기타,2003.04
-3121,0,0,0106310000,3121,1,맹금류,2003.04
-1793,0,0,0106320000,1793,5,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.04
45094,45094,373,0106390000,0,0,기타,2003.04
7371,13134,418,0106901000,5763,45,양서류,2003.04
-47442,0,0,0106902090,47442,3448,기타 ,2003.04
-10937,11101,418,0106903010,22038,1492,갯지렁이,2003.04
-81,0,0,0106903020,81,6,실지렁이,2003.04
-4801,123,10,0106903090,4924,3,기타,2003.04
-6049,0,0,0106909000,6049,297,기타,2003.04
-59740,0,0,0101101000,59740,4700,말(농가 사육용의 것에 한한다) ,2003.05
-511525,0,0,0101901010,511525,12836,경주말 ,2003.05
-67598,0,0,0101901090,67598,30990,기타 ,2003.05
-75631,0,0,0101909000,75631,6000,기타 ,2003.05
-106920,0,0,0102101000,106920,8755,젖소 ,2003.05
-95617,0,0,0103100000,95617,11180,번식용,2003.05
13885,13885,420,0105119000,0,0,기타,2003.05
-99853,0,0,0105191000,99853,1254,오 리,2003.05
-17632,0,0,0106110000,17632,12,영장류,2003.05
-624177,3340,14,0106191000,627517,9867,개,2003.05
1112,1112,350,0106193000,0,0,사슴,2003.05
-221954,7305,133,0106199000,229259,6170,기타,2003.05
-8427,0,0,0106201000,8427,71,뱀,2003.05
-138574,0,0,0106202000,138574,17918,자라,2003.05
-8989,0,0,0106203000,8989,48,거북,2003.05
-19834,0,0,0106209000,19834,190,기타,2003.05
-16282,0,0,0106320000,16282,169,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.05
8058,8058,128,0106390000,0,0,기타,2003.05
9429,11980,453,0106901000,2551,11,양서류,2003.05
-27328,0,0,0106902090,27328,1263,기타 ,2003.05
-21482,31969,1098,0106903010,53451,4816,갯지렁이,2003.05
-6526,0,0,0106903090,6526,16,기타,2003.05
-2392,0,0,0106909000,2392,195,기타,2003.05
-16000,0,0,0101101000,16000,850,말(농가 사육용의 것에 한한다) ,2003.06
-356339,0,0,0101901010,356339,11961,경주말 ,2003.06
-33398,0,0,0101901090,33398,21300,기타 ,2003.06
-876413,0,0,0102902000,876413,389517,육우 ,2003.06
-141475,0,0,0103100000,141475,13044,번식용,2003.06
-987953,0,0,0105111000,987953,4443,번식용,2003.06
1970,1970,23,0106110000,0,0,영장류,2003.06
-560950,1366,51,0106191000,562316,9454,개,2003.06
-3892,0,0,0106192000,3892,56,토끼,2003.06
-195829,4505,83,0106199000,200334,2545,기타,2003.06
-4626,0,0,0106201000,4626,140,뱀,2003.06
-151850,0,0,0106202000,151850,19697,자라,2003.06
-12845,0,0,0106203000,12845,33,거북,2003.06
-20657,0,0,0106209000,20657,337,기타,2003.06
-22347,0,0,0106320000,22347,334,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.06
-425,6975,130,0106390000,7400,60,기타,2003.06
6897,9848,275,0106901000,2951,30,양서류,2003.06
-13969,0,0,0106902090,13969,1031,기타 ,2003.06
-152558,14299,582,0106903010,166857,17425,갯지렁이,2003.06
-6119,0,0,0106903090,6119,6,기타,2003.06
-1526,0,0,0106909000,1526,220,기타,2003.06
-516338,0,0,0101901010,516338,6100,경주말 ,2003.07
-6600,0,0,0101901090,6600,3000,기타 ,2003.07
-362387,0,0,0102101000,362387,12208,젖소 ,2003.07
-99573,0,0,0103100000,99573,3390,번식용,2003.07
-701168,0,0,0105111000,701168,2637,번식용,2003.07
94249,94249,2830,0105119000,0,0,기타,2003.07
-18149,0,0,0105921000,18149,155,종 계,2003.07
2418,2418,40,0105999000,0,0,기타,2003.07
-537444,4482,30,0106191000,541926,8124,개,2003.07
-226196,4885,139,0106199000,231081,3076,기타,2003.07
-37819,0,0,0106201000,37819,1465,뱀,2003.07
-186607,0,0,0106202000,186607,24244,자라,2003.07
-22892,0,0,0106203000,22892,198,거북,2003.07
-12455,0,0,0106209000,12455,154,기타,2003.07
-23073,0,0,0106320000,23073,20,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2003.07
13855,13855,107,0106390000,0,0,기타,2003.07
14478,15920,390,0106901000,1442,29,양서류,2003.07
-8489,0,0,0106902090,8489,592,기타 ,2003.07
-201702,19232,768,0106903010,220934,18974,갯지렁이,2003.07
-7690,0,0,0106903090,7690,23,기타,2003.07
-1011,0,0,0106909000,1011,165,기타,2003.07
-30000,0,0,0101101000,30000,2510,말(농가 사육용의 것에 한한다) ,2003.08
-684445,0,0,0101901010,684445,23590,경주말 ,2003.08
-14962,0,0,0101901090,14962,7500,기타 ,2003.08
-3803,0,0,0101909000,3803,3000,기타 ,2003.08
-133910,0,0,0102101000,133910,3092,젖소 ,2003.08
-30800,0,0,0103100000,30800,4480,번식용,2003.08
-65764,0,0,0105111000,65764,704,번식용,2003.08
16497,16497,480,0105119000,0,0,기타,2003.08
-61411,0,0,0105191000,61411,123,오 리,2003.08
-241624,1001,15,0106191000,242625,4411,개,2003.08
-25,0,0,0106192000,25,3,토끼,2003.08
-143848,11840,248,0106199000,155688,1901,기타,2003.08
-15274,0,0,0106201000,15274,75,뱀,2003.08
-105423,0,0,0106202000,105423,13077,자라,2003.08
-39190,0,0,0106203000,39190,280,거북,2003.08
-14134,0,0,0106209000,14134,222,기타,2003.08
4840,4840,67,0106390000,0,0,기타,2003.08
6317,7164,175,0106901000,847,3,양서류,2003.08
-17952,0,0,0106902090,17952,1290,기타 ,2003.08
-255130,22147,1000,0106903010,277277,24608,갯지렁이,2003.08
-12527,0,0,0106903090,12527,24,기타,2003.08
-3570,1175,31,0106909000,4745,69,기타,2003.08
-367747,0,0,0101901010,367747,9950,경주말 ,2003.09
-112400,0,0,0101901090,112400,7750,기타 ,2003.09
-507320,0,0,0103100000,507320,9230,번식용,2003.09
-268840,0,0,0104201000,268840,56991,젖염소,2003.09
-169950,0,0,0104209000,169950,9274,기타,2003.09
40664,40664,1196,0105119000,0,0,기타,2003.09
-343601,2127,35,0106191000,345728,6477,개,2003.09
-206531,13761,442,0106199000,220292,6767,기타,2003.09
-9864,0,0,0106201000,9864,72,뱀,2003.09
-105713,0,0,0106202000,105713,13002,자라,2003.09
-19827,0,0,0106203000,19827,334,거북,2003.09
-11832,0,0,0106209000,11832,204,기타,2003.09
2987,3576,75,0106390000,589,35,기타,2003.09
10046,12736,310,0106901000,2690,14,양서류,2003.09
-21793,0,0,0106902090,21793,1764,기타 ,2003.09
-212102,37195,1184,0106903010,249297,24106,갯지렁이,2003.09
-1818,0,0,0106909000,1818,200,기타,2003.09
-266338,0,0,0101901010,266338,4807,경주말 ,2003.10
-44710,0,0,0101901090,44710,43820,기타 ,2003.10
-761178,0,0,0103100000,761178,13245,번식용,2003.10
-628132,0,0,0105111000,628132,3264,번식용,2003.10
29658,29658,952,0105119000,0,0,기타,2003.10
-316019,2807,73,0106191000,318826,4711,개,2003.10
-168,0,0,0106192000,168,1,토끼,2003.10
-221703,11880,316,0106199000,233583,2239,기타,2003.10
-9221,0,0,0106201000,9221,81,뱀,2003.10
-129858,0,0,0106202000,129858,15257,자라,2003.10
-20986,0,0,0106203000,20986,882,거북,2003.10
-15289,0,0,0106209000,15289,331,기타,2003.10
4893,5759,93,0106390000,866,40,기타,2003.10
-4090,0,0,0106901000,4090,33,양서류,2003.10
-23785,0,0,0106902090,23785,1933,기타 ,2003.10
-167858,23454,991,0106903010,191312,20562,갯지렁이,2003.10
-7381,0,0,0106903090,7381,18,기타,2003.10
-4330,0,0,0106909000,4330,114,기타,2003.10
-3180,0,0,0101101000,3180,490,말(농가 사육용의 것에 한한다) ,2003.11
-166276,0,0,0101901010,166276,5357,경주말 ,2003.11
-12721,0,0,0101901090,12721,1499,기타 ,2003.11
-752400,0,0,0103100000,752400,4620,번식용,2003.11
-72000,0,0,0105111000,72000,95,번식용,2003.11
36145,36145,1196,0105119000,0,0,기타,2003.11
-23677,0,0,0106110000,23677,40,영장류,2003.11
-267057,5586,77,0106191000,272643,4090,개,2003.11
-130400,42500,454,0106199000,172900,1365,기타,2003.11
-10556,0,0,0106201000,10556,114,뱀,2003.11
-86628,0,0,0106202000,86628,12001,자라,2003.11
-21231,0,0,0106203000,21231,947,거북,2003.11
-10419,0,0,0106209000,10419,302,기타,2003.11
-5251,0,0,0106310000,5251,8,맹금류,2003.11
4113,4113,76,0106390000,0,0,기타,2003.11
4836,5971,200,0106901000,1135,5,양서류,2003.11
-21841,0,0,0106902090,21841,1806,기타 ,2003.11
-78689,18090,740,0106903010,96779,9648,갯지렁이,2003.11
-7824,0,0,0106903090,7824,19,기타,2003.11
727,1033,20,0106909000,306,30,기타,2003.11
