balPayments,expDir,expWgt,hsCode,impDir,impWgt,statKor,year
-793869,3205,72,0106903010,797074,53390,갯지렁이,2013.09
-2036,0,0,0106909000,2036,95,기타,2013.09
-250580,0,0,0101211000,250580,1500,농가 사육용,2013.10
-1188386,101531,500,0101291000,1289917,20500,경주말,2013.10
-426529,0,0,0103100000,426529,23321,번식용,2013.10
-250172,0,0,0105991010,250172,265,번식용,2013.10
-12000,0,0,0106110000,12000,72,영장류,2013.10
-52622,0,0,0106122000,52622,320,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2013.10
100,100,3,0106149000,0,0,기타,2013.10
-105288,43053,1488,0106191000,148341,1950,개,2013.10
-3600,0,0,0106195090,3600,10,기타,2013.10
-730380,32580,568,0106199000,762960,4907,기타,2013.10
-44006,0,0,0106201000,44006,910,뱀,2013.10
-111654,0,0,0106202000,111654,8656,자라,2013.10
-56841,0,0,0106203000,56841,466,거북,2013.10
-42322,0,0,0106209000,42322,117,기타,2013.10
-35502,0,0,0106320000,35502,105,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2013.10
-10060,250,60,0106390000,10310,160,기타,2013.10
-79876,0,0,0106419000,79876,1763,기타,2013.10
1246,6916,30,0106490000,5670,57,기타,2013.10
-13002,0,0,0106901000,13002,79,양서류,2013.10
-691802,8364,152,0106903010,700166,47794,갯지렁이,2013.10
-13347,0,0,0106903090,13347,9,기타,2013.10
-111362,0,0,0106909000,111362,1127,기타,2013.10
-426700,0,0,0101211000,426700,20664,농가 사육용,2013.11
-2960002,0,0,0101219000,2960002,4500,기타,2013.11
-798740,0,0,0101291000,798740,17086,경주말,2013.11
-16584,0,0,0101299000,16584,800,기타,2013.11
-280028,0,0,0103100000,280028,16510,번식용,2013.11
-153618,0,0,0105991010,153618,1436,번식용,2013.11
-193600,0,0,0106110000,193600,228,영장류,2013.11
-8104,0,0,0106122000,8104,150,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2013.11
-70802,119382,614,0106191000,190184,2420,개,2013.11
-6000,0,0,0106195090,6000,20,기타,2013.11
-559930,28355,580,0106199000,588285,2830,기타,2013.11
-11130,0,0,0106201000,11130,26,뱀,2013.11
-73760,0,0,0106202000,73760,6586,자라,2013.11
-44349,0,0,0106203000,44349,184,거북,2013.11
-33475,0,0,0106209000,33475,185,기타,2013.11
-25382,0,0,0106310000,25382,38,맹금류,2013.11
-84302,0,0,0106320000,84302,241,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2013.11
-9411,0,0,0106390000,9411,60,기타,2013.11
-64573,0,0,0106419000,64573,1323,기타,2013.11
-2524,74,1,0106490000,2598,77,기타,2013.11
-3794,0,0,0106901000,3794,72,양서류,2013.11
-320189,10627,149,0106903010,330816,22512,갯지렁이,2013.11
-18098,0,0,0106903090,18098,18,기타,2013.11
-64954,0,0,0106909000,64954,981,기타,2013.11
-1813335,0,0,0101211000,1813335,36306,농가 사육용,2013.12
-1370246,4115,500,0101291000,1374361,8300,경주말,2013.12
-230645,0,0,0101299000,230645,7709,기타,2013.12
-16258,0,0,0101309000,16258,8400,기타,2013.12
-101560,0,0,0103100000,101560,4290,번식용,2013.12
-1061556,0,0,0105111000,1061556,4866,번식용,2013.12
-214430,0,0,0106110000,214430,282,영장류,2013.12
-13877,0,0,0106122000,13877,310,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2013.12
-117653,34472,448,0106191000,152125,1762,개,2013.12
-33000,0,0,0106194000,33000,50,곰,2013.12
-595290,27774,574,0106199000,623064,2768,기타,2013.12
-21144,0,0,0106201000,21144,61,뱀,2013.12
-41735,0,0,0106202000,41735,3912,자라,2013.12
-24944,100,1,0106203000,25044,227,거북,2013.12
-52975,0,0,0106209000,52975,193,기타,2013.12
-102329,0,0,0106320000,102329,247,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2013.12
-2565,0,0,0106390000,2565,22,기타,2013.12
-61556,0,0,0106419000,61556,1676,기타,2013.12
-7577,0,0,0106490000,7577,18,기타,2013.12
-31201,0,0,0106901000,31201,1752,양서류,2013.12
-126489,7151,101,0106903010,133640,8918,갯지렁이,2013.12
-12465,0,0,0106903090,12465,9,기타,2013.12
-33590,0,0,0106909000,33590,277,기타,2013.12
-56196545,1637942,24949,-,57834487,1091385,-,총계
-1795190,0,0,0101211000,1795190,44245,농가 사육용,2014.01
-479228,0,0,0101219000,479228,7190,기타,2014.01
-740690,0,0,0101291000,740690,13860,경주말,2014.01
-16948,0,0,0101309000,16948,8400,기타,2014.01
-589656,0,0,0103100000,589656,24376,번식용,2014.01
-784366,0,0,0105111000,784366,2283,번식용,2014.01
-206752,30141,609,0106191000,236893,2959,개,2014.01
-467909,35460,698,0106199000,503369,3257,기타,2014.01
-28566,0,0,0106201000,28566,118,뱀,2014.01
-47487,0,0,0106202000,47487,4500,자라,2014.01
-57298,0,0,0106203000,57298,1879,거북,2014.01
-9018,0,0,0106209000,9018,32,기타,2014.01
-14167,0,0,0106320000,14167,80,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.01
-137332,0,0,0106390000,137332,16,기타,2014.01
-75307,0,0,0106419000,75307,4776,기타,2014.01
-2309,0,0,0106490000,2309,22,기타,2014.01
-2190,0,0,0106901000,2190,18,양서류,2014.01
-121090,7058,123,0106903010,128148,8574,갯지렁이,2014.01
-760,0,0,0106903090,760,68,기타,2014.01
-25545,0,0,0106909000,25545,337,기타,2014.01
-163290,0,0,0101211000,163290,5725,농가 사육용,2014.02
-1536135,0,0,0101291000,1536135,20900,경주말,2014.02
-25000,0,0,0101299000,25000,930,기타,2014.02
-542675,0,0,0105111000,542675,1880,번식용,2014.02
-311606,0,0,0105119000,311606,984,기타,2014.02
-354000,0,0,0106110000,354000,177,영장류,2014.02
17,150,2,0106149000,133,20,기타,2014.02
-229430,30213,758,0106191000,259643,2916,개,2014.02
-559716,33922,625,0106199000,593638,2939,기타,2014.02
-34340,0,0,0106201000,34340,107,뱀,2014.02
-95719,0,0,0106202000,95719,9288,자라,2014.02
-55104,0,0,0106203000,55104,528,거북,2014.02
-35177,0,0,0106209000,35177,120,기타,2014.02
-8000,0,0,0106320000,8000,10,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.02
-45067,0,0,0106390000,45067,360,기타,2014.02
-62941,0,0,0106419000,62941,2886,기타,2014.02
-1898,0,0,0106490000,1898,68,기타,2014.02
-3838,0,0,0106901000,3838,38,양서류,2014.02
-95759,4105,95,0106903010,99864,6636,갯지렁이,2014.02
-10402,0,0,0106903090,10402,9,기타,2014.02
-55641,0,0,0106909000,55641,688,기타,2014.02
-66364,0,0,0101211000,66364,1000,농가 사육용,2014.03
-1019859,0,0,0101291000,1019859,9400,경주말,2014.03
-139393,0,0,0101299000,139393,9900,기타,2014.03
-80266,0,0,0103100000,80266,4732,번식용,2014.03
-297610,0,0,0105111000,297610,1581,번식용,2014.03
-356400,0,0,0106110000,356400,406,영장류,2014.03
-70,0,0,0106149000,70,2,기타,2014.03
-171687,29179,540,0106191000,200866,2669,개,2014.03
-14550,0,0,0106195090,14550,91,기타,2014.03
-660003,29075,1313,0106199000,689078,3249,기타,2014.03
-18907,1100,9,0106201000,20007,58,뱀,2014.03
-64557,0,0,0106202000,64557,5829,자라,2014.03
-35658,0,0,0106203000,35658,454,거북,2014.03
-31290,0,0,0106209000,31290,129,기타,2014.03
-40045,0,0,0106320000,40045,36,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.03
-95196,0,0,0106390000,95196,68,기타,2014.03
-102331,0,0,0106419000,102331,5326,기타,2014.03
-4002,0,0,0106490000,4002,21,기타,2014.03
-4676,0,0,0106901000,4676,33,양서류,2014.03
-205121,4559,102,0106903010,209680,13810,갯지렁이,2014.03
-9456,0,0,0106903090,9456,100,기타,2014.03
-43182,1,1,0106909000,43183,578,기타,2014.03
-2145336,0,0,0101291000,2145336,30210,경주말,2014.04
-1096956,0,0,0101299000,1096956,6500,기타,2014.04
-16858,0,0,0101309000,16858,8400,기타,2014.04
-249739,0,0,0103100000,249739,8499,번식용,2014.04
-105764,0,0,0105119000,105764,2925,기타,2014.04
-16352,0,0,0106122000,16352,180,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2014.04
-190,0,0,0106149000,190,14,기타,2014.04
-180744,29272,914,0106191000,210016,2472,개,2014.04
-4000,0,0,0106195090,4000,150,기타,2014.04
-510649,35552,695,0106199000,546201,3613,기타,2014.04
-18918,0,0,0106201000,18918,108,뱀,2014.04
-141120,0,0,0106202000,141120,12837,자라,2014.04
-76829,0,0,0106203000,76829,490,거북,2014.04
-63891,0,0,0106209000,63891,406,기타,2014.04
-43320,0,0,0106320000,43320,70,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.04
-47516,0,0,0106390000,47516,354,기타,2014.04
-79463,0,0,0106419000,79463,3623,기타,2014.04
-4362,266,5,0106490000,4628,30,기타,2014.04
-15540,2990,80,0106901000,18530,61,양서류,2014.04
-316736,7396,162,0106903010,324132,22272,갯지렁이,2014.04
-200,0,0,0106903020,200,100,실지렁이,2014.04
-10377,0,0,0106903090,10377,22,기타,2014.04
-23317,10522,448,0106909000,33839,803,기타,2014.04
-21850,0,0,0101219000,21850,878,기타,2014.05
-3589993,0,0,0101291000,3589993,36700,경주말,2014.05
-1389373,243831,1000,0101299000,1633204,6400,기타,2014.05
-330000,0,0,0102211000,330000,1400,젖소,2014.05
-81836,0,0,0103100000,81836,4492,번식용,2014.05
-534273,0,0,0105111000,534273,2490,번식용,2014.05
11,11,0,0106110000,0,0,영장류,2014.05
-461,0,0,0106149000,461,3,기타,2014.05
-196136,33823,1410,0106191000,229959,2464,개,2014.05
-583363,30993,598,0106199000,614356,4947,기타,2014.05
-30603,0,0,0106201000,30603,203,뱀,2014.05
-66578,0,0,0106202000,66578,6394,자라,2014.05
-36483,0,0,0106203000,36483,300,거북,2014.05
-45464,0,0,0106209000,45464,128,기타,2014.05
-25936,100,1,0106320000,26036,64,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.05
-62149,0,0,0106419000,62149,3095,기타,2014.05
-1787,0,0,0106490000,1787,11,기타,2014.05
-5976,7035,120,0106901000,13011,55,양서류,2014.05
-552677,6359,141,0106903010,559036,38776,갯지렁이,2014.05
-10230,0,0,0106903090,10230,15,기타,2014.05
-14676,0,0,0106909000,14676,370,기타,2014.05
-1306517,0,0,0101291000,1306517,19500,경주말,2014.06
-66419,0,0,0101299000,66419,3500,기타,2014.06
-273279,0,0,0103100000,273279,10068,번식용,2014.06
-473164,0,0,0105139000,473164,20500,기타,2014.06
-482100,0,0,0106110000,482100,493,영장류,2014.06
-115195,40430,1546,0106191000,155625,1846,개,2014.06
-599042,27092,528,0106199000,626134,4103,기타,2014.06
-14224,0,0,0106201000,14224,62,뱀,2014.06
-106255,0,0,0106202000,106255,9627,자라,2014.06
-36099,0,0,0106203000,36099,163,거북,2014.06
-61972,0,0,0106209000,61972,157,기타,2014.06
-15287,0,0,0106320000,15287,74,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.06
-56601,0,0,0106419000,56601,2823,기타,2014.06
-3458,118,8,0106490000,3576,11,기타,2014.06
-11062,0,0,0106901000,11062,59,양서류,2014.06
-538949,8145,184,0106903010,547094,38151,갯지렁이,2014.06
-16535,0,0,0106903090,16535,70,기타,2014.06
-211973,0,0,0106909000,211973,2809,기타,2014.06
-197082,0,0,0101211000,197082,500,농가 사육용,2014.07
-4538191,0,0,0101291000,4538191,86745,경주말,2014.07
-509899,485997,500,0101299000,995896,19000,기타,2014.07
-190168,0,0,0103100000,190168,8000,번식용,2014.07
-180320,0,0,0103920000,180320,6177,중량이 50킬로그램 이상인 것,2014.07
-1595235,0,0,0105111000,1595235,10837,번식용,2014.07
-333453,0,0,0105119000,333453,10869,기타,2014.07
-157233,0,0,0105139000,157233,7500,기타,2014.07
-274013,0,0,0105991010,274013,264,번식용,2014.07
8,8,0,0106110000,0,0,영장류,2014.07
-180575,27376,1115,0106191000,207951,2647,개,2014.07
-16870,0,0,0106195090,16870,100,기타,2014.07
-593963,33477,699,0106199000,627440,3789,기타,2014.07
-31397,220,1,0106201000,31617,59,뱀,2014.07
-93528,0,0,0106202000,93528,8191,자라,2014.07
-120750,240,1,0106203000,120990,511,거북,2014.07
-43950,985,1,0106209000,44935,202,기타,2014.07
-134105,0,0,0106320000,134105,340,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.07
-221000,0,0,0106390000,221000,60,기타,2014.07
-56655,0,0,0106419000,56655,2458,기타,2014.07
-1330,0,0,0106490000,1330,5,기타,2014.07
-9567,0,0,0106901000,9567,89,양서류,2014.07
-605828,8373,193,0106903010,614201,42218,갯지렁이,2014.07
-6974,0,0,0106903090,6974,109,기타,2014.07
-16054,0,0,0106909000,16054,402,기타,2014.07
-147913,0,0,0101291000,147913,2500,경주말,2014.08
-141260,0,0,0101299000,141260,3900,기타,2014.08
-1451688,0,0,0105111000,1451688,5063,번식용,2014.08
-539463,0,0,0105991010,539463,530,번식용,2014.08
-92800,0,0,0106110000,92800,174,영장류,2014.08
-95029,0,0,0106130000,95029,7500,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2014.08
-40,150,4,0106149000,190,21,기타,2014.08
-96208,29521,899,0106191000,125729,1438,개,2014.08
-505710,36213,773,0106199000,541923,3501,기타,2014.08
-45843,0,0,0106201000,45843,446,뱀,2014.08
-113255,0,0,0106202000,113255,7916,자라,2014.08
-103930,0,0,0106203000,103930,268,거북,2014.08
-13983,0,0,0106209000,13983,75,기타,2014.08
-10819,0,0,0106320000,10819,15,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.08
-39844,0,0,0106419000,39844,2216,기타,2014.08
-2722,0,0,0106490000,2722,7,기타,2014.08
-2321,0,0,0106901000,2321,78,양서류,2014.08
-675112,13148,139,0106903010,688260,46153,갯지렁이,2014.08
-12275,0,0,0106903090,12275,9,기타,2014.08
-14299,0,0,0106909000,14299,437,기타,2014.08
-110852,0,0,0101291000,110852,1400,경주말,2014.09
-6000,0,0,0101299000,6000,1000,기타,2014.09
-657000,0,0,0102211000,657000,2500,젖소,2014.09
-1337411,0,0,0105111000,1337411,1949,번식용,2014.09
-26327,0,0,0105119000,26327,396,기타,2014.09
-261621,0,0,0105991010,261621,265,번식용,2014.09
-252000,0,0,0106110000,252000,287,영장류,2014.09
-305246,46423,956,0106191000,351669,3580,개,2014.09
-8000,0,0,0106195010,8000,126,번식용,2014.09
-594857,36170,508,0106199000,631027,3534,기타,2014.09
-21619,0,0,0106201000,21619,677,뱀,2014.09
-89420,0,0,0106202000,89420,7416,자라,2014.09
-80077,0,0,0106203000,80077,526,거북,2014.09
-13187,0,0,0106209000,13187,132,기타,2014.09
-80816,0,0,0106320000,80816,200,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.09
-57806,0,0,0106419000,57806,2431,기타,2014.09
-2374,0,0,0106490000,2374,13,기타,2014.09
-7021,0,0,0106901000,7021,78,양서류,2014.09
-907171,5846,130,0106903010,913017,61143,갯지렁이,2014.09
-68227,0,0,0106909000,68227,1840,기타,2014.09
-206606,0,0,0101211000,206606,1900,농가 사육용,2014.10
-2235870,0,0,0101291000,2235870,27961,경주말,2014.10
-327632,0,0,0101299000,327632,5700,기타,2014.10
-302538,0,0,0102211000,302538,1456,젖소,2014.10
-434630,0,0,0105111000,434630,2202,번식용,2014.10
-64782,0,0,0105119000,64782,2171,기타,2014.10
-38298,0,0,0106110000,38298,45,영장류,2014.10
-42016,0,0,0106122000,42016,190,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2014.10
-186700,48022,957,0106191000,234722,3006,개,2014.10
-603679,42970,777,0106199000,646649,4004,기타,2014.10
-54805,0,0,0106201000,54805,1670,뱀,2014.10
-97465,0,0,0106202000,97465,8086,자라,2014.10
-107361,0,0,0106203000,107361,400,거북,2014.10
-63038,0,0,0106209000,63038,205,기타,2014.10
-75370,100,1,0106320000,75470,235,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.10
-51000,0,0,0106390000,51000,30,기타,2014.10
-58929,0,0,0106419000,58929,1605,기타,2014.10
-4377,0,0,0106490000,4377,47,기타,2014.10
-12438,0,0,0106901000,12438,153,양서류,2014.10
-765339,3178,75,0106903010,768517,51689,갯지렁이,2014.10
-20836,0,0,0106903090,20836,16,기타,2014.10
-85568,0,0,0106909000,85568,1641,기타,2014.10
-300160,0,0,0101211000,300160,3455,농가 사육용,2014.11
-2556892,0,0,0101219000,2556892,2000,기타,2014.11
-697204,0,0,0101291000,697204,11885,경주말,2014.11
-2046906,0,0,0103100000,2046906,98486,번식용,2014.11
-161921,0,0,0105111000,161921,954,번식용,2014.11
-42000,0,0,0106110000,42000,105,영장류,2014.11
-16500,0,0,0106122000,16500,180,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2014.11
-27,0,0,0106149000,27,12,기타,2014.11
-144719,35644,931,0106191000,180363,2341,개,2014.11
-609282,24928,383,0106199000,634210,3510,기타,2014.11
-39052,0,0,0106201000,39052,97,뱀,2014.11
-52716,0,0,0106202000,52716,4581,자라,2014.11
-55012,0,0,0106203000,55012,880,거북,2014.11
-37088,0,0,0106209000,37088,88,기타,2014.11
-35453,0,0,0106320000,35453,68,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.11
-6020,0,0,0106390000,6020,40,기타,2014.11
-66935,0,0,0106419000,66935,2439,기타,2014.11
-2498,0,0,0106490000,2498,76,기타,2014.11
-7096,0,0,0106901000,7096,114,양서류,2014.11
-422784,3560,83,0106903010,426344,29212,갯지렁이,2014.11
-12178,0,0,0106903090,12178,12,기타,2014.11
-51169,0,0,0106909000,51169,931,기타,2014.11
-3558152,0,0,0101211000,3558152,67777,농가 사육용,2014.12
-481175,0,0,0101219000,481175,6060,기타,2014.12
-1282658,180000,500,0101291000,1462658,30193,경주말,2014.12
-112352,0,0,0101299000,112352,2690,기타,2014.12
-9340,0,0,0105111000,9340,212,번식용,2014.12
-278229,0,0,0105131000,278229,949,번식용,2014.12
-389629,0,0,0106110000,389629,389,영장류,2014.12
-13698,0,0,0106122000,13698,70,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2014.12
-167,0,0,0106149000,167,2,기타,2014.12
-150941,38288,954,0106191000,189229,2605,개,2014.12
-515688,26978,528,0106199000,542666,3236,기타,2014.12
-19450,0,0,0106201000,19450,41,뱀,2014.12
-80081,0,0,0106202000,80081,6943,자라,2014.12
-10382,0,0,0106203000,10382,212,거북,2014.12
-39839,0,0,0106209000,39839,82,기타,2014.12
-8202,0,0,0106320000,8202,40,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2014.12
-6874,0,0,0106390000,6874,10,기타,2014.12
-57957,0,0,0106419000,57957,2383,기타,2014.12
-2764,0,0,0106490000,2764,11,기타,2014.12
-24677,0,0,0106901000,24677,1146,양서류,2014.12
-126944,3213,93,0106903010,130157,8788,갯지렁이,2014.12
-16571,0,0,0106903090,16571,10,기타,2014.12
-28817,0,0,0106909000,28817,392,기타,2014.12
-69941447,1819926,23910,-,71761373,1363942,-,총계
-1852583,0,0,0101211000,1852583,31050,농가 사육용,2015.01
-17208,0,0,0101219000,17208,880,기타,2015.01
-69266,3360,500,0101291000,72626,2500,경주말,2015.01
-517001,0,0,0101299000,517001,25665,기타,2015.01
-60612,0,0,0103100000,60612,2015,번식용,2015.01
-420000,0,0,0106110000,420000,376,영장류,2015.01
-108277,43039,1677,0106191000,151316,2111,개,2015.01
-455483,30838,671,0106199000,486321,2977,기타,2015.01
-20368,0,0,0106201000,20368,114,뱀,2015.01
-75460,0,0,0106202000,75460,6471,자라,2015.01
-12193,0,0,0106203000,12193,312,거북,2015.01
-35674,0,0,0106209000,35674,54,기타,2015.01
-21235,0,0,0106320000,21235,20,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.01
-70278,0,0,0106419000,70278,4164,기타,2015.01
-1551,0,3,0106490000,1551,14,기타,2015.01
-19589,0,0,0106901000,19589,1078,양서류,2015.01
-141407,2040,45,0106903010,143447,9905,갯지렁이,2015.01
-9992,0,0,0106903090,9992,11,기타,2015.01
-14626,0,0,0106909000,14626,423,기타,2015.01
-10000,0,0,0101211000,10000,450,농가 사육용,2015.02
-233941,0,0,0101291000,233941,21480,경주말,2015.02
-149050,0,0,0101299000,149050,19080,기타,2015.02
-69373,0,0,0103100000,69373,3735,번식용,2015.02
-792475,0,0,0105111000,792475,4434,번식용,2015.02
-12475,0,0,0106122000,12475,50,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2015.02
-77,100,1,0106149000,177,10,기타,2015.02
-58399,45932,1001,0106191000,104331,1717,개,2015.02
-440625,23248,490,0106199000,463873,2701,기타,2015.02
-38540,0,0,0106201000,38540,58,뱀,2015.02
-52414,0,0,0106202000,52414,5057,자라,2015.02
-77655,0,0,0106203000,77655,2406,거북,2015.02
-23930,0,0,0106209000,23930,128,기타,2015.02
-17462,0,0,0106320000,17462,34,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.02
-67126,0,0,0106419000,67126,3525,기타,2015.02
-641,0,3,0106490000,641,106,기타,2015.02
-7551,0,0,0106901000,7551,67,양서류,2015.02
-176084,2168,48,0106903010,178252,12340,갯지렁이,2015.02
-13,0,0,0106903090,13,2,기타,2015.02
-32946,0,0,0106909000,32946,988,기타,2015.02
-804794,0,0,0101291000,804794,8400,경주말,2015.03
-731454,0,0,0101299000,731454,14700,기타,2015.03
-210000,0,0,0106110000,210000,148,영장류,2015.03
100,100,1,0106149000,0,0,기타,2015.03
-184732,45755,3061,0106191000,230487,2253,개,2015.03
-957,0,0,0106195090,957,20,기타,2015.03
-487276,29133,582,0106199000,516409,3650,기타,2015.03
-12203,0,0,0106201000,12203,34,뱀,2015.03
-114723,0,0,0106202000,114723,9882,자라,2015.03
-31739,400,2,0106203000,32139,707,거북,2015.03
-26217,0,0,0106209000,26217,182,기타,2015.03
-60425,0,0,0106320000,60425,77,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.03
-5372,0,0,0106390000,5372,29,기타,2015.03
-110000,0,0,0106419000,110000,5907,기타,2015.03
-3430,0,0,0106490000,3430,53,기타,2015.03
-5967,0,0,0106901000,5967,138,양서류,2015.03
-309032,4603,103,0106903010,313635,21798,갯지렁이,2015.03
-6608,0,0,0106903090,6608,7,기타,2015.03
-53908,0,0,0106909000,53908,1627,기타,2015.03
-562480,0,0,0101211000,562480,36600,농가 사육용,2015.04
-34704,0,0,0101219000,34704,1300,기타,2015.04
-3108901,0,0,0101291000,3108901,34000,경주말,2015.04
-151514,0,0,0101299000,151514,1500,기타,2015.04
-161784,0,0,0103100000,161784,6800,번식용,2015.04
-704911,0,0,0105111000,704911,3023,번식용,2015.04
-176689,45190,1353,0106191000,221879,2291,개,2015.04
1,1,7,0106195090,0,0,기타,2015.04
-616864,27665,572,0106199000,644529,3349,기타,2015.04
-45618,0,0,0106201000,45618,221,뱀,2015.04
-120864,0,0,0106202000,120864,10044,자라,2015.04
-53180,0,0,0106203000,53180,830,거북,2015.04
-17901,0,0,0106209000,17901,54,기타,2015.04
-6404,0,0,0106320000,6404,5,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.04
-7462,0,0,0106390000,7462,28,기타,2015.04
-93704,0,0,0106419000,93704,5182,기타,2015.04
-5726,0,0,0106490000,5726,46,기타,2015.04
-11905,3067,90,0106901000,14972,210,양서류,2015.04
-452044,2635,60,0106903010,454679,31735,갯지렁이,2015.04
-8706,0,0,0106903090,8706,144,기타,2015.04
-20795,6963,336,0106909000,27758,902,기타,2015.04
-1728896,0,0,0101291000,1728896,25950,경주말,2015.05
-7400,0,0,0101299000,7400,833,기타,2015.05
-75916,0,0,0103100000,75916,3765,번식용,2015.05
-105685,0,0,0103920000,105685,1280,중량이 50킬로그램 이상인 것,2015.05
-517928,12000,96,0105111000,529928,1097,번식용,2015.05
-35524,0,0,0105131000,35524,584,번식용,2015.05
-322000,0,0,0106110000,322000,360,영장류,2015.05
-44000,0,0,0106122000,44000,400,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2015.05
-2014,200,1,0106149000,2214,30,기타,2015.05
-183869,40796,2083,0106191000,224665,2650,개,2015.05
-3036,0,0,0106195090,3036,50,기타,2015.05
-527619,24127,531,0106199000,551746,3109,기타,2015.05
-28641,0,0,0106201000,28641,82,뱀,2015.05
-84117,0,0,0106202000,84117,7477,자라,2015.05
-60443,0,0,0106203000,60443,218,거북,2015.05
-1604,26000,1,0106209000,27604,160,기타,2015.05
-43354,0,0,0106320000,43354,53,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.05
-11604,0,0,0106390000,11604,10,기타,2015.05
-54230,0,0,0106419000,54230,2415,기타,2015.05
-4580,0,0,0106490000,4580,44,기타,2015.05
-5943,7827,107,0106901000,13770,143,양서류,2015.05
-697810,3540,80,0106903010,701350,48806,갯지렁이,2015.05
-6208,0,0,0106903090,6208,209,기타,2015.05
-21103,0,0,0106909000,21103,454,기타,2015.05
-11600,0,0,0101211000,11600,1200,농가 사육용,2015.06
-4467757,2586,500,0101291000,4470343,52100,경주말,2015.06
-656016,0,0,0101299000,656016,11560,기타,2015.06
-59292,0,0,0101309000,59292,7820,기타,2015.06
-879156,0,0,0103100000,879156,36800,번식용,2015.06
-356843,0,0,0105111000,356843,952,번식용,2015.06
-109367,0,0,0105131000,109367,1752,번식용,2015.06
482,482,6,0106149000,0,0,기타,2015.06
-196593,27951,1571,0106191000,224544,2925,개,2015.06
-2000,0,0,0106195090,2000,10,기타,2015.06
-440957,30221,633,0106199000,471178,3509,기타,2015.06
-9224,0,0,0106201000,9224,59,뱀,2015.06
-113926,0,0,0106202000,113926,9317,자라,2015.06
-28860,0,0,0106203000,28860,513,거북,2015.06
-50653,0,0,0106209000,50653,245,기타,2015.06
-8476,0,0,0106320000,8476,10,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2015.06
-92550,0,0,0106390000,92550,50,기타,2015.06
-50485,0,0,0106419000,50485,2348,기타,2015.06
-4089,0,0,0106490000,4089,60,기타,2015.06
-8531,0,0,0106901000,8531,137,양서류,2015.06
-596697,4466,100,0106903010,601163,41631,갯지렁이,2015.06
-6711,0,0,0106903090,6711,7,기타,2015.06
-15360,0,0,0106909000,15360,723,기타,2015.06
-141817,0,0,0101211000,141817,900,농가 사육용,2015.07
-748085,0,0,0101291000,748085,5900,경주말,2015.07
